"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001161","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","1/11","14/20775",0.00738960201491734,0.0223031658662238,0.00614874246938501,"Pou5f1",1
"GO:0044213","GO:0044213","intronic transcription regulatory region DNA binding","1/11","15/20775",0.00791552631422032,0.0223031658662238,0.00614874246938501,"Pou5f1",1
"GO:0003713","GO:0003713","transcription coactivator activity","2/11","260/20775",0.00796541638079422,0.0223031658662238,0.00614874246938501,"Pou5f1/Tcf3",2
"GO:0071837","GO:0071837","HMG box domain binding","1/11","25/20775",0.013160853968464,0.0314047022790866,0.00865793797167801,"Pou5f1",1
"GO:0005104","GO:0005104","fibroblast growth factor receptor binding","1/11","26/20775",0.0136839976121438,0.0314047022790866,0.00865793797167801,"Fgf4",1
"GO:0031435","GO:0031435","mitogen-activated protein kinase kinase kinase binding","1/11","27/20775",0.0142068891262535,0.0314047022790866,0.00865793797167801,"Tcf3",1
"GO:0032452","GO:0032452","histone demethylase activity","1/11","27/20775",0.0142068891262535,0.0314047022790866,0.00865793797167801,"Jarid2",1
"GO:0043425","GO:0043425","bHLH transcription factor binding","1/11","32/20775",0.0168175685796635,0.0353168940172934,0.00973648707243679,"Tcf3",1
"GO:0000993","GO:0000993","RNA polymerase II complex binding","1/11","37/20775",0.0194219611811161,0.0388439223622321,0.0107088507765552,"Esrrb",1
"GO:0032451","GO:0032451","demethylase activity","1/11","42/20775",0.0220200805594877,0.0402105818912384,0.0110856240802913,"Jarid2",1
"GO:0043175","GO:0043175","RNA polymerase core enzyme binding","1/11","42/20775",0.0220200805594877,0.0402105818912384,0.0110856240802913,"Esrrb",1
"GO:0070888","GO:0070888","E-box binding","1/11","47/20775",0.0246119403173853,0.0416877093515576,0.0114928522021838,"Tcf3",1
"GO:0048018","GO:0048018","receptor ligand activity","2/11","491/20775",0.0266222091445506,0.0416877093515576,0.0114928522021838,"Fgf4/Lefty1",2
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","1/11","54/20775",0.0282300536604947,0.0416877093515576,0.0114928522021838,"Lefty1",1
"GO:0003707","GO:0003707","steroid hormone receptor activity","1/11","55/20775",0.0287459297962861,0.0416877093515576,0.0114928522021838,"Esrrb",1
"GO:0001098","GO:0001098","basal transcription machinery binding","1/11","57/20775",0.0297769352511126,0.0416877093515576,0.0114928522021838,"Esrrb",1
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","1/11","57/20775",0.0297769352511126,0.0416877093515576,0.0114928522021838,"Esrrb",1
"GO:0070063","GO:0070063","RNA polymerase binding","1/11","57/20775",0.0297769352511126,0.0416877093515576,0.0114928522021838,"Esrrb",1
"GO:0070491","GO:0070491","repressing transcription factor binding","1/11","71/20775",0.0369661608163478,0.0500831856221487,0.0138073945324219,"Tcf3",1
"GO:0005496","GO:0005496","steroid binding","1/11","106/20775",0.0547278507744285,0.0718303041414375,0.0198028407407472,"Esrrb",1
"GO:0030165","GO:0030165","PDZ domain binding","1/11","118/20775",0.0607486723784267,0.0773164921179977,0.0213153236415532,"Tcf3",1
"GO:0019955","GO:0019955","cytokine binding","1/11","131/20775",0.0672318703457339,0.0830511339564948,0.0228963025945224,"Pou5f1",1
"GO:0070851","GO:0070851","growth factor receptor binding","1/11","148/20775",0.0756485112109664,0.0907782134531597,0.0250265751374626,"Fgf4",1
"GO:0001085","GO:0001085","RNA polymerase II transcription factor binding","1/11","153/20775",0.0781108206614159,0.0911292907716519,0.0251233633706309,"Nanog",1
"GO:0019903","GO:0019903","protein phosphatase binding","1/11","169/20775",0.0859501947533385,0.0975650859362221,0.0268976427393094,"Pecam1",1
"GO:0019902","GO:0019902","phosphatase binding","1/11","216/20775",0.108629183744842,0.118012245729372,0.0325347043364185,"Pecam1",1
"GO:0005125","GO:0005125","cytokine activity","1/11","218/20775",0.109582799605846,0.118012245729372,0.0325347043364185,"Lefty1",1
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","1/11","307/20775",0.151091497915439,0.158646072811211,0.0437370125544691,"Pou5f1",1
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","1/11","327/20775",0.160173737797058,0.161979550350718,0.0446560163874159,"Pou5f1",1
"GO:0005126","GO:0005126","cytokine receptor binding","1/11","331/20775",0.161979550350718,0.161979550350718,0.0446560163874159,"Lefty1",1
