"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031490","GO:0031490","chromatin DNA binding","2/13","96/20775",0.00159448200360042,0.00627827288917665,0.00136370171360562,"Pou5f1/Sox2",2
"GO:0048018","GO:0048018","receptor ligand activity","3/13","491/20775",0.00314483655209117,0.0116543942812791,0.00253144737939228,"Bmp4/Fgf4/Lefty1",3
"GO:0001162","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding","1/13","11/20775",0.00686342427033471,0.0205029687107368,0.00445344349606647,"Pou5f1",1
"GO:0070410","GO:0070410","co-SMAD binding","1/13","11/20775",0.00686342427033471,0.0205029687107368,0.00445344349606647,"Smad6",1
"GO:0070411","GO:0070411","I-SMAD binding","1/13","11/20775",0.00686342427033471,0.0205029687107368,0.00445344349606647,"Smad6",1
"GO:0070700","GO:0070700","BMP receptor binding","1/13","11/20775",0.00686342427033471,0.0205029687107368,0.00445344349606647,"Bmp4",1
"GO:0034713","GO:0034713","type I transforming growth factor beta receptor binding","1/13","12/20775",0.00748521079915787,0.0205029687107368,0.00445344349606647,"Smad6",1
"GO:0039706","GO:0039706","co-receptor binding","1/13","12/20775",0.00748521079915787,0.0205029687107368,0.00445344349606647,"Bmp4",1
"GO:0005125","GO:0005125","cytokine activity","2/13","218/20775",0.00792242859446225,0.0207963750604634,0.00451717419859689,"Bmp4/Lefty1",2
"GO:0001161","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","1/13","14/20775",0.00872770596045691,0.0219938190203514,0.00477727063098694,"Pou5f1",1
"GO:0044213","GO:0044213","intronic transcription regulatory region DNA binding","1/13","15/20775",0.00934841497363126,0.0226519285899527,0.00492021840717435,"Pou5f1",1
"GO:0003713","GO:0003713","transcription coactivator activity","2/13","260/20775",0.011111905339204,0.0259277791248093,0.00563176488926518,"Pou5f1/Tcf3",2
"GO:0035014","GO:0035014","phosphatidylinositol 3-kinase regulator activity","1/13","20/20775",0.0124465819704763,0.0280048094335717,0.00608291600060873,"Klf4",1
"GO:0008327","GO:0008327","methyl-CpG binding","1/13","21/20775",0.0130651410856,0.0283828927031999,0.00616503935073683,"Cdx2",1
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","2/13","307/20775",0.0152470812200119,0.0305861120016203,0.0066435999335182,"Pou5f1/Smad6",2
"GO:0070412","GO:0070412","R-SMAD binding","1/13","25/20775",0.015535802921458,0.0305861120016203,0.0066435999335182,"Smad6",1
"GO:0071837","GO:0071837","HMG box domain binding","1/13","25/20775",0.015535802921458,0.0305861120016203,0.0066435999335182,"Pou5f1",1
"GO:0005104","GO:0005104","fibroblast growth factor receptor binding","1/13","26/20775",0.0161525756714347,0.030836735372739,0.00669803775848966,"Fgf4",1
"GO:0031435","GO:0031435","mitogen-activated protein kinase kinase kinase binding","1/13","27/20775",0.0167689917163657,0.0309248003313843,0.00671716632093561,"Tcf3",1
"GO:0044389","GO:0044389","ubiquitin-like protein ligase binding","2/13","327/20775",0.0171804446285469,0.0309248003313843,0.00671716632093561,"Pou5f1/Smad6",2
"GO:0043425","GO:0043425","bHLH transcription factor binding","1/13","32/20775",0.0198457279811611,0.034730023967032,0.0075436977706168,"Tcf3",1
"GO:0000993","GO:0000993","RNA polymerase II complex binding","1/13","37/20775",0.0229135749483282,0.0390037637119988,0.00847199545958203,"Esrrb",1
"GO:0000979","GO:0000979","RNA polymerase II core promoter sequence-specific DNA binding","1/13","38/20775",0.0235260796993009,0.0390037637119988,0.00847199545958203,"Gbx2",1
"GO:0042056","GO:0042056","chemoattractant activity","1/13","40/20775",0.0247500260642451,0.0399808113345499,0.00868421967166496,"Bmp4",1
"GO:0043175","GO:0043175","RNA polymerase core enzyme binding","1/13","42/20775",0.0259725561662257,0.0409067759618055,0.00888534816212986,"Esrrb",1
"GO:0070888","GO:0070888","E-box binding","1/13","47/20775",0.029022695126491,0.0445958486089984,0.00968665049151177,"Tcf3",1
"GO:0001046","GO:0001046","core promoter sequence-specific DNA binding","1/13","49/20775",0.0302402801298072,0.0453604201947108,0.00985272284931061,"Gbx2",1
"GO:0001221","GO:0001221","transcription cofactor binding","1/13","51/20775",0.0314564556194508,0.0460642086945962,0.0100055925318254,"Klf4",1
"GO:1990841","GO:1990841","promoter-specific chromatin binding","1/13","53/20775",0.0326712230912872,0.0460642086945962,0.0100055925318254,"Klf4",1
"GO:0003707","GO:0003707","steroid hormone receptor activity","1/13","55/20775",0.0338845840397394,0.0460642086945962,0.0100055925318254,"Esrrb",1
"GO:0001098","GO:0001098","basal transcription machinery binding","1/13","57/20775",0.0350965399577876,0.0460642086945962,0.0100055925318254,"Esrrb",1
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","1/13","57/20775",0.0350965399577876,0.0460642086945962,0.0100055925318254,"Esrrb",1
"GO:0070063","GO:0070063","RNA polymerase binding","1/13","57/20775",0.0350965399577876,0.0460642086945962,0.0100055925318254,"Esrrb",1
"GO:0001047","GO:0001047","core promoter binding","1/13","62/20775",0.0381202925295773,0.0490118046808851,0.0106458389448873,"Gbx2",1
"GO:0070491","GO:0070491","repressing transcription factor binding","1/13","71/20775",0.0435410156409132,0.0548616797075506,0.0119164884911973,"Tcf3",1
"GO:0008013","GO:0008013","beta-catenin binding","1/13","86/20775",0.0525129293461568,0.0636214336309208,0.0138191919331992,"Klf4",1
"GO:0046332","GO:0046332","SMAD binding","1/13","86/20775",0.0525129293461568,0.0636214336309208,0.0138191919331992,"Smad6",1
"GO:0005496","GO:0005496","steroid binding","1/13","106/20775",0.0643546559555213,0.0764970438716573,0.0166158992536599,"Esrrb",1
"GO:0030165","GO:0030165","PDZ domain binding","1/13","118/20775",0.0713939610651502,0.0832929545760085,0.0180920369170946,"Tcf3",1
"GO:0042826","GO:0042826","histone deacetylase binding","1/13","122/20775",0.0737295107760141,0.0844538032525252,0.0183441844992954,"Klf4",1
"GO:0019955","GO:0019955","cytokine binding","1/13","131/20775",0.0789646860426422,0.0888352717979724,0.0192958819277133,"Pou5f1",1
"GO:0070851","GO:0070851","growth factor receptor binding","1/13","148/20775",0.0887789042787164,0.0981240520975286,0.0213134950253613,"Fgf4",1
"GO:0008201","GO:0008201","heparin binding","1/13","156/20775",0.0933638768370842,0.101412486909247,0.0220277749343393,"Bmp4",1
"GO:0019903","GO:0019903","protein phosphatase binding","1/13","169/20775",0.10076906071399,0.107600861440362,0.0233719498533786,"Pecam1",1
"GO:0019207","GO:0019207","kinase regulator activity","1/13","196/20775",0.115970993741903,0.121769543428998,0.0264495248885042,"Klf4",1
"GO:0005539","GO:0005539","glycosaminoglycan binding","1/13","210/20775",0.12375974550814,0.127817442082177,0.0277631870855188,"Bmp4",1
"GO:0019902","GO:0019902","phosphatase binding","1/13","216/20775",0.127078350059912,0.12912800086733,0.0280478531541401,"Pecam1",1
"GO:1901681","GO:1901681","sulfur compound binding","1/13","253/20775",0.147288047519548,0.147288047519548,0.0319923912740874,"Bmp4",1
