"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001228","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","4/10","436/20775",3.63485137661333e-05,0.00170838014700826,0.000573923901570525,"Esrrb/Klf4/Pou5f1/Sox2",4
"GO:0035198","GO:0035198","miRNA binding","2/10","29/20775",8.40806924202155e-05,0.00197589627187506,0.000663794940159596,"Pou5f1/Sox2",2
"GO:0061980","GO:0061980","regulatory RNA binding","2/10","36/20775",0.000130235711476728,0.00204035947980207,0.00068545111303541,"Pou5f1/Sox2",2
"GO:0031490","GO:0031490","chromatin DNA binding","2/10","96/20775",0.000928243137038921,0.0109068568602073,0.00366411764620627,"Pou5f1/Sox2",2
"GO:0001158","GO:0001158","enhancer sequence-specific DNA binding","2/10","121/20775",0.00146840040920063,0.01169117396368,0.00392760603483092,"Esrrb/Pou5f1",2
"GO:0042826","GO:0042826","histone deacetylase binding","2/10","122/20775",0.00149249029323575,0.01169117396368,0.00392760603483092,"Dnmt3b/Klf4",2
"GO:0035326","GO:0035326","enhancer binding","2/10","132/20775",0.00174379672567464,0.0117083494438155,0.00393337607295032,"Esrrb/Pou5f1",2
"GO:0008083","GO:0008083","growth factor activity","2/10","146/20775",0.00212720560384002,0.0124973329225601,0.00419843211284215,"Fgf4/Lefty1",2
"GO:0003714","GO:0003714","transcription corepressor activity","2/10","190/20775",0.00356774935782164,0.0186315799797352,0.00625920939968709,"Dnmt3b/Pou5f1",2
"GO:0001162","GO:0001162","RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding","1/10","11/20775",0.00528336926552275,0.0234584477841587,0.00788077753107234,"Pou5f1",1
"GO:0001227","GO:0001227","DNA-binding transcription repressor activity, RNA polymerase II-specific","2/10","237/20775",0.00549027501331373,0.0234584477841587,0.00788077753107234,"Jarid2/Pou5f1",2
"GO:0001161","GO:0001161","intronic transcription regulatory region sequence-specific DNA binding","1/10","14/20775",0.00671992124908394,0.026024828485615,0.00874294350020662,"Pou5f1",1
"GO:0044213","GO:0044213","intronic transcription regulatory region DNA binding","1/10","15/20775",0.00719835681517011,0.026024828485615,0.00874294350020662,"Pou5f1",1
"GO:0035014","GO:0035014","phosphatidylinositol 3-kinase regulator activity","1/10","20/20775",0.00958742502989973,0.0321863554575205,0.0108128853720674,"Klf4",1
"GO:0071837","GO:0071837","HMG box domain binding","1/10","25/20775",0.0119713178715116,0.0357294777907356,0.0120031840282427,"Pou5f1",1
"GO:0005104","GO:0005104","fibroblast growth factor receptor binding","1/10","26/20775",0.0124474762725373,0.0357294777907356,0.0120031840282427,"Fgf4",1
"GO:0032452","GO:0032452","histone demethylase activity","1/10","27/20775",0.0129234281370746,0.0357294777907356,0.0120031840282427,"Jarid2",1
"GO:0000993","GO:0000993","RNA polymerase II complex binding","1/10","37/20775",0.0176716047822206,0.0439309626181437,0.014758442088962,"Esrrb",1
"GO:0003712","GO:0003712","transcription coregulator activity","2/10","457/20775",0.0193309920957875,0.0439309626181437,0.014758442088962,"Dnmt3b/Pou5f1",2
"GO:0032451","GO:0032451","demethylase activity","1/10","42/20775",0.020037975815169,0.0439309626181437,0.014758442088962,"Jarid2",1
"GO:0043175","GO:0043175","RNA polymerase core enzyme binding","1/10","42/20775",0.020037975815169,0.0439309626181437,0.014758442088962,"Esrrb",1
"GO:0048018","GO:0048018","receptor ligand activity","2/10","491/20775",0.0221235023377898,0.0439309626181437,0.014758442088962,"Fgf4/Lefty1",2
"GO:0001221","GO:0001221","transcription cofactor binding","1/10","51/20775",0.0242845185922145,0.0439309626181437,0.014758442088962,"Klf4",1
"GO:1990841","GO:1990841","promoter-specific chromatin binding","1/10","53/20775",0.0252259426462245,0.0439309626181437,0.014758442088962,"Klf4",1
"GO:0005160","GO:0005160","transforming growth factor beta receptor binding","1/10","54/20775",0.0256963480401801,0.0439309626181437,0.014758442088962,"Lefty1",1
"GO:0003707","GO:0003707","steroid hormone receptor activity","1/10","55/20775",0.0261665491173285,0.0439309626181437,0.014758442088962,"Esrrb",1
"GO:0001098","GO:0001098","basal transcription machinery binding","1/10","57/20775",0.027106338636727,0.0439309626181437,0.014758442088962,"Esrrb",1
"GO:0001099","GO:0001099","basal RNA polymerase II transcription machinery binding","1/10","57/20775",0.027106338636727,0.0439309626181437,0.014758442088962,"Esrrb",1
"GO:0070063","GO:0070063","RNA polymerase binding","1/10","57/20775",0.027106338636727,0.0439309626181437,0.014758442088962,"Esrrb",1
"GO:0008013","GO:0008013","beta-catenin binding","1/10","86/20775",0.0406418706905488,0.0636722640818598,0.0213904582581836,"Klf4",1
